ROUTE_ID,ROUTE_NAME,ID_RUTA,TIME,LONGITUD,DISTANCE,RUTA_ACT,RUTA_ANT,CLASE,ORI_DES,SITUACION,FRECUENCIA,FLOTA,CAPACIDAD,HEADWAY,TDR,MODE,CORREDOR,DEMANDA1,DEMANDA2,DEMANDA3,F_CORREDOR
1046,Route 70,70,83.78,23.97,0.0,C114-V1,181 8 de Julio_2,Complementarias,Destino: Estaci�n Perif�rico Sur  L1 TEU,Operando,4.62,13.0,376.28,13.0,80.76,1,6.0,0.0,0.0,0.0,0.0
1049,Route 386,386,155.82,47.29,0.0,MP-A05,619 Roja_1,Alimentadora Mi Macro Perif�rico,MP-A05,Operando,4.62,14.0,368.0,13.0,152.48,13,,0.0,0.0,0.0,0.0
1057,Route 570,570,112.8,33.59,0.0,C128A-V1,182 Balcones_1,Complementarias,Origen: Balcones de Santa Anita,Operando,0.5,0.0,40.0,120.0,110.74,1,,0.0,0.0,0.0,0.0
1061,Route 815,815,39.59,18.15,0.0,MP-T03,MP-T03,BRT,,Operando,6.0,0.0,1020.0,10.0,39.59,12,1.0,0.0,0.0,0.0,0.0
1063,Route 811,811,92.56,42.42,0.0,MP-T01,Perib�s,BRT,,Operando,12.0,0.0,2040.0,5.0,92.56,12,1.0,0.0,0.0,0.0,0.0
1073,Route 36,36,103.45,29.39,0.0,C102 Zapote del Valle,,Complementarias,Destino: Zapote del Valle,Operando,1.0,0.0,80.0,60.0,99.06,1,,0.0,0.0,0.0,0.0
1078,Route 38,38,126.7,38.62,0.0,C103,188 TLJ- La Noria - Lomas de Tejeda_2,Complementarias,Destino: Estaci�n L1 TEU Perif�rico Sur,Operando,8.57,42.0,688.0,7.0,125.98,1,7.0,0.0,0.0,0.0,0.0
1082,Route 37,37,144.69,44.2,0.0,C103,188 TLJ- La Noria - Lomas de Tejeda_1,Complementarias,Origen:�Cabecera Municipal Tlajomulco de Z��iga,Operando,8.57,42.0,688.0,7.0,143.35,1,7.0,0.0,0.0,0.0,0.0
1083,Route 104,104,101.8,30.77,0.0,C126 (No Opera),382A Villa Galicia_2,Complementarias,Destino: Estaci�n Col�n MiMacro Perif�rico,No opera,0.92,2.0,72.0,65.0,99.88,1,,0.0,0.0,0.0,0.0
1089,Route 124,124,85.07,25.23,0.0,C132 (No Opera),382 La Providencia - Tlajomulco - Chu_1,Complementarias,Origen: Hacienda de los Eucaliptos,No opera,6.67,19.0,536.0,9.0,83.5,1,,0.0,0.0,0.0,0.0
1117,Route 35,35,97.67,28.31,0.0,C102 Zapote del Valle,,Complementarias,Origen: Cabecera Municipal de Tlajomulco,Operando,1.0,0.0,80.0,60.0,93.54,1,,0.0,0.0,0.0,0.0
1218,Route 197,197,78.49,25.92,0.0,C41-V2 (No Opera),619 Amarilla - Cantaros_1,Complementarias,Chulavista,No opera,8.57,22.0,688.0,7.0,79.79,1,,0.0,0.0,0.0,0.0
1219,Route 308,308,71.14,23.1,0.0,C97-V2 (No Opera),,Complementarias,Origen: El Quince,No opera,1.0,0.0,80.0,60.0,75.67,1,,0.0,0.0,1.16,0.0
1220,Route 467,467,88.41,32.57,0.0,T13A-C02 Parques de la Victoria (No Opera),176C Cima Serena - Parques de la Vict_1,Complementaria de troncal,T13A-C02_1,No opera,1.0,0.0,80.0,60.0,100.45,15,,0.0,0.0,0.0,0.0
1221,Route 468,468,48.35,16.6,0.0,T13A-C02 Villa Fontana (No Opera),176C Villa Fontana - Central de Autob_1,Complementaria de troncal,T13A-C02 Font_1,No opera,1.0,0.0,80.0,60.0,52.29,15,,0.0,0.0,0.0,0.0
1222,Route 556,556,97.82,31.52,0.0,C111,176A Robles_1,Complementarias,Origen: Colinas del Roble,Operando,3.0,15.0,240.0,20.0,99.58,1,,0.0,0.0,0.0,0.0
1223,Route 560,560,93.8,29.77,0.0,C111-V3,176A Chulavista_1,Complementarias,Origen: Chulavista,Operando,3.0,15.0,240.0,20.0,94.5,1,,0.0,0.0,0.0,0.0
1224,Route 594,594,58.94,18.39,0.0,C47 Panteon,,Complementarias,,Operando,3.53,0.0,282.32,17.0,59.79,1,4.0,0.0,0.0,0.0,0.0
1225,Route 598,598,54.53,17.37,0.0,C47-V2,644A Kilometro 13_1,Complementarias,Origen: Las Pintitas,Operando,3.75,25.0,304.0,16.0,56.52,1,4.0,0.0,0.0,0.0,0.0
1226,Route 614,614,108.59,31.93,0.0,C67 V2,171 (Verde) Aqua - Cantaros - Verde V_1,Complementarias,Origen: Chulavista,Operando,4.29,18.0,344.0,14.0,106.95,1,14.0,0.0,0.0,0.0,0.0
1227,Route 663,663,86.36,34.44,0.0,T13B Azucena,178 Azucena - El Verde (177)_1,Troncal,Origen: Juanacatl�n�,Operando,3.53,19.0,320.6,17.0,101.7,9,,0.0,0.0,0.0,0.0
1228,Route 665,665,91.97,34.87,0.0,T13B Lilas,178 Juanacatl�n - Lilas - El Verde_1,Troncal,Origen: Juanacatl�n,Operando,1.0,0.0,80.0,60.0,105.54,9,,0.0,0.0,0.0,0.0
1229,Route 667,667,67.68,27.57,0.0,T13B-1 Jardines,176B Jardines_1,Troncal,Origen: Juanacatl�n,Operando,12.0,45.0,960.0,5.0,81.31,9,,0.0,0.0,0.0,0.0
1230,Route 669,669,73.42,29.37,0.0,T13B-1 Villas,176B Villas_1,Troncal,Origen: Villas de la Alameda,Operando,12.0,39.0,960.0,5.0,87.93,9,,0.0,0.0,0.0,0.0
1231,Route 672,672,82.68,33.6,0.0,T13B-3 Salto-El Verde,Juanacatlan-El Salto-El Verde-Ant. Ce_1,Troncal,Origen: Juanacatl�n,Operando,1.0,0.0,80.0,60.0,98.58,9,,0.0,0.0,0.0,0.0
1232,Route 673,673,68.24,26.35,0.0,T13B-C01 Cima Serena,178 Cima Serena_1,Complementaria de troncal,Origen: Cima Serena,Operando,4.0,24.0,320.0,15.0,79.39,15,,0.0,0.0,0.0,0.0
1233,Route 706,706,103.58,31.49,0.0,T15-C04 Quince - Villas,275B La Villa_2,Complementaria de troncal,Destino: Villas,Operando,0.74,6.0,56.0,81.0,102.14,15,13.0,7.12,0.0,0.0,0.0
1234,Route 400,400,56.85,26.84,0.0,MP-C03,619 Blanca_1,Complementaria Mi Macro Perif�rico,MP-C03,Operando,3.0,0.0,300.0,20.0,67.76,14,1.0,0.0,0.0,0.0,0.0
1235,Route 59,59,67.05,21.82,0.0,C111-V3 IMSS 39,176A Chulavista_1,Complementarias,Origen: Chulavista,Operando,3.0,15.0,240.0,20.0,68.62,1,,0.0,0.0,0.0,0.0
